locus_tag	simbolo	alias	tipo	producto	es_tf	fuente_tf	fuente	sensible_mayusculas
PA1141		PA1141	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1142		PA1142	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1143		PA1143	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1144		PA1144	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA1145		PA1145	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1146		PA1146	protein_coding	iron-containing alcohol dehydrogenase	false		refseq|kegg|uniprot	false
PA1147		PA1147	protein_coding	amino acid permease	false		refseq|kegg|uniprot	false
PA1148	toxA	PA1148|eta	protein_coding	exotoxin A	false		refseq|kegg|uniprot|uniprot_especie	true
PA1149		PA1149	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1150	pys2	PA1150	protein_coding	pyocin-S2	false		refseq|kegg|uniprot|uniprot_especie	false
PA1151	imm2	PA1151	protein_coding	pyocin-S2 immunity protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA1153		PA1153	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1154		PA1154	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1155	nrdB	PA1155	protein_coding	ribonucleotide-diphosphate reductase subunit beta	false		refseq|kegg|uniprot	false
PA1156	nrdA	PA1156	protein_coding	ribonucleotide-diphosphate reductase subunit alpha	false		refseq|kegg|uniprot	false
PA1157		PA1157	protein_coding	two-component response regulator	true	go_0006355|kw_transcription_regulation|kw_two_component|producto_refseq	refseq|kegg|uniprot	false
PA1158		PA1158	protein_coding	two-component sensor	false		refseq|kegg|uniprot	false
PA1159		PA1159	protein_coding	cold-shock protein	false		refseq|kegg|uniprot	false
PA1160		PA1160	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1161	rrmA	PA1161	protein_coding	rRNA methyltransferase	false		refseq|kegg|uniprot	false
PA1162	dapE	PA1162	protein_coding	succinyl-diaminopimelate desuccinylase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1163	ndvB	PA1163	protein_coding	glycosyl transferase	false		refseq|kegg|uniprot	false
PA1164		PA1164	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1165	pcpS	PA1165	protein_coding	4'-phosphopantetheinyl transferase	false		refseq|kegg|uniprot	false
PA1166		PA1166	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1167		PA1167	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1168		PA1168	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1169	loxA	PA1169	protein_coding	arachidonate 15-lipoxygenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1170		PA1170	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1171		PA1171	protein_coding	transglycosylase	false		refseq|kegg|uniprot	false
PA1172	napC	PA1172	protein_coding	cytochrome C protein NapC	false		refseq|kegg|uniprot	false
PA1173	napB	PA1173	protein_coding	cytochrome C protein NapB	false		refseq|kegg|uniprot	false
PA1174	napA	PA1174	protein_coding	nitrate reductase catalytic subunit	false		refseq|kegg|uniprot|uniprot_especie	false
PA1175	napD	PA1175	protein_coding	nitrate reductase biosynthesis protein NapD	false		refseq|kegg|uniprot	false
PA1176	napF	PA1176	protein_coding	ferredoxin protein NapF	false		refseq|kegg|uniprot	false
PA1177	napE	PA1177	protein_coding	nitrate reductase protein NapE	false		refseq|kegg|uniprot	false
PA1178	oprH	PA1178	protein_coding	PhoP/Q and low Mg2+ inducible outer membrane protein H1	false		refseq|kegg|uniprot	false
PA1179	phoP	PA1179	protein_coding	two-component response regulator PhoP	true	go_0006355|kw_transcription_regulation|kw_two_component|producto_refseq	refseq|kegg|uniprot|uniprot_especie	false
PA1180	phoQ	PA1180	protein_coding	two-component sensor PhoQ	true	kw_two_component	refseq|kegg|uniprot|uniprot_especie	false
PA1181		PA1181	protein_coding	sensor protein	false		refseq|kegg|uniprot	false
PA1182		PA1182	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1183	dctA	PA1183|dctA2	protein_coding	C4-dicarboxylate transport protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA1184		PA1184	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1185		PA1185	protein_coding	glutathione S-transferase	false		refseq|kegg|uniprot	false
PA1186		PA1186	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1187		PA1187	protein_coding	acyl-CoA dehydrogenase	false		refseq|kegg|uniprot	false
PA1188		PA1188	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1189	sprT	PA1189	protein_coding	Zn-dependent metalloprotease	false		refseq|kegg|uniprot|uniprot_especie	false
PA1190		PA1190	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1191		PA1191	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1192	ttcA	PA1192	protein_coding	tRNA 2-thiocytidine biosynthesis protein TtcA	false		refseq|kegg|uniprot|uniprot_especie	false
PA1193		PA1193	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1194		PA1194	protein_coding	amino acid permease	false		refseq|kegg|uniprot	false
PA1195		PA1195	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA1196		PA1196	protein_coding	transcriptional regulator	true	kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1197	cobB2	PA1197	protein_coding	NAD-dependent protein deacylase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1198		PA1198	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1199		PA1199	protein_coding	lipoprotein	false		refseq|kegg|uniprot	false
PA1200		PA1200	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1201		PA1201	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1202		PA1202	protein_coding	hydrolase	false		refseq|kegg|uniprot	false
PA1203		PA1203	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1204		PA1204	protein_coding	NAD(P)H-dependent FMN reductase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1205		PA1205	protein_coding	quercetin 2,3-dioxygenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1206		PA1206	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1207	kefB	PA1207	protein_coding	glutathione-regulated potassium-efflux system protein KefB	false		refseq|kegg|uniprot	false
PA1208		PA1208	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1209		PA1209	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1210		PA1210	protein_coding	quercetin 2,3-dioxygenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1211		PA1211	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1212		PA1212	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA1213		PA1213	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1214		PA1214	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1215		PA1215	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1216		PA1216	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1217		PA1217	protein_coding	2-isopropylmalate synthase	false		refseq|kegg|uniprot	false
PA1218		PA1218	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1219		PA1219	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1220		PA1220	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1221		PA1221	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1222		PA1222	protein_coding	membrane-bound lytic murein transglycosylase A	false		refseq|kegg|uniprot	false
PA1223		PA1223	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1224		PA1224	protein_coding	NAD(P)H dehydrogenase	false		refseq|kegg|uniprot	false
PA1225		PA1225	protein_coding	NAD(P)H dehydrogenase	false		refseq|kegg|uniprot	false
PA1226		PA1226	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA1227		PA1227	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1228		PA1228	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1229		PA1229	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1230		PA1230	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1231		PA1231	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1232		PA1232	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1233		PA1233	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1234		PA1234	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1235		PA1235	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1236		PA1236	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA1237		PA1237	protein_coding	multidrug resistance efflux pump	false		refseq|kegg|uniprot	false
PA1238		PA1238	protein_coding	multidrug efflux pump outer membrane protein	false		refseq|kegg|uniprot	false
PA1239		PA1239	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1240		PA1240	protein_coding	enoyl-CoA hydratase	false		refseq|kegg|uniprot	false
PA1241		PA1241	protein_coding	transcriptional regulator	true	kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1242		PA1242	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1243		PA1243	protein_coding	sensor/response regulator hybrid protein	true	producto_refseq	refseq|kegg|uniprot	false
PA1244		PA1244	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1245		PA1245	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1246	aprD	PA1246	protein_coding	alkaline protease secretion ATP-binding protein AprD	false		refseq|kegg|uniprot|uniprot_especie	false
PA1247	aprE	PA1247	protein_coding	alkaline protease secretion protein AprE	false		refseq|kegg|uniprot|uniprot_especie	false
PA1248	aprF	PA1248	protein_coding	alkaline protease secretion protein AprF	false		refseq|kegg|uniprot|uniprot_especie	false
PA1249	aprA	PA1249	protein_coding	alkaline metalloproteinase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1250	aprI	PA1250|inh	protein_coding	alkaline proteinase inhibitor AprI	false		refseq|kegg|uniprot|uniprot_especie	true
PA1251		PA1251	protein_coding	chemotaxis transducer	false		refseq|kegg|uniprot	false
PA1252	lhpD	PA1252|lhpH	protein_coding	bifunctional Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1253		PA1253	protein_coding	semialdehyde dehydrogenase	false		refseq|kegg|uniprot	false
PA1254		PA1254	protein_coding	dihydrodipicolinate synthetase	false		refseq|kegg|uniprot	false
PA1255	lhpL	PA1255	protein_coding	trans-3-hydroxy-L-proline dehydratase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1256		PA1256	protein_coding	amino acid ABC transporter ATP binding protein	false		refseq|kegg|uniprot	false
PA1257		PA1257	protein_coding	amino acid ABC transporter permease	false		refseq|kegg|uniprot	false
PA1258		PA1258	protein_coding	ABC transporter permease	false		refseq|kegg|uniprot	false
PA1259	lhpI	PA1259	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA1260		PA1260	protein_coding	amino acid ABC transporter substrate-binding protein	false		refseq|kegg|uniprot	false
PA1261		PA1261	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1262		PA1262	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA1263		PA1263	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1264		PA1264	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1265		PA1265	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1266		PA1266	protein_coding	oxidoreductase	false		refseq|kegg|uniprot	false
PA1267		PA1267	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1268		PA1268	protein_coding	4-hydroxyproline 2-epimerase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1269		PA1269	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1270		PA1270	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1271		PA1271	protein_coding	tonB-dependent receptor	false		refseq|kegg|uniprot	false
PA1272	cobO	PA1272	protein_coding	cob(I)yrinic acid a,c-diamide adenosyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1273	cobB	PA1273	protein_coding	hydrogenobyrinate a,c-diamide synthase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1274		PA1274	protein_coding	5,6-dimethylbenzimidazole synthase	false		refseq|kegg|uniprot	false
PA1275	cobD	PA1275	protein_coding	cobalamin biosynthesis protein CobD	false		refseq|kegg|uniprot|uniprot_especie	false
PA1276	cobC	PA1276	protein_coding	threonine-phosphate decarboxylase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1277	cobQ	PA1277	protein_coding	cobyric acid synthase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1278	cobP	PA1278	protein_coding	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1279	cobU	PA1279|cobT	protein_coding	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1280		PA1280	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1281	cobV	PA1281|cobS	protein_coding	adenosylcobinamide-GDP ribazoletransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1282		PA1282	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA1283		PA1283	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1284		PA1284	protein_coding	acyl-CoA dehydrogenase	false		refseq|kegg|uniprot	false
PA1285		PA1285	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA1286		PA1286	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA1287		PA1287	protein_coding	glutathione peroxidase	false		refseq|kegg|uniprot	false
PA1288		PA1288	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1289		PA1289	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1290		PA1290	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1291		PA1291	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1292	sseA	PA1292	protein_coding	3-mercaptopyruvate sulfurtransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1293		PA1293	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1294	rnd	PA1294	protein_coding	ribonuclease D	false		refseq|kegg|uniprot	true
PA1295		PA1295	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA1296		PA1296	protein_coding	2-hydroxyacid dehydrogenase	false		refseq|kegg|uniprot	false
PA1297		PA1297	protein_coding	metal transporter	false		refseq|kegg|uniprot	false
PA1298		PA1298	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1299		PA1299	protein_coding	hypothetical protein	false		refseq|kegg|uniprot|uniprot_especie	false
PA1300		PA1300	protein_coding	ECF subfamily sigma-70 factor	true	go_0006355|kw_sigma_factor|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1301		PA1301	protein_coding	transmembrane sensor	false		refseq|kegg|uniprot	false
PA1302		PA1302	protein_coding	heme utilization protein	false		refseq|kegg|uniprot	false
PA1303		PA1303	protein_coding	signal peptidase	false		refseq|kegg|uniprot	false
PA1304		PA1304	protein_coding	oligopeptidase	false		refseq|kegg|uniprot	false
PA1305		PA1305	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1306		PA1306	protein_coding	HIT family protein	false		refseq|kegg|uniprot	false
PA1307		PA1307	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1308		PA1308	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1309		PA1309	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1310	phnW	PA1310	protein_coding	2-aminoethylphosphonate--pyruvate transaminase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1311	phnX	PA1311	protein_coding	phosphonoacetaldehyde hydrolase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1312		PA1312	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1313		PA1313	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA1314		PA1314	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1315		PA1315	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA1316		PA1316	protein_coding	major facilitator superfamily transporter	false		refseq|kegg|uniprot	false
PA1317	cyoA	PA1317	protein_coding	cytochrome o ubiquinol oxidase subunit II	false		refseq|kegg|uniprot|uniprot_especie	false
PA1318	cyoB	PA1318	protein_coding	cytochrome o ubiquinol oxidase subunit I	false		refseq|kegg|uniprot|uniprot_especie	false
PA1319	cyoC	PA1319	protein_coding	cytochrome o ubiquinol oxidase subunit III	false		refseq|kegg|uniprot|uniprot_especie	false
PA1320	cyoD	PA1320	protein_coding	cytochrome o ubiquinol oxidase subunit IV	false		refseq|kegg|uniprot|uniprot_especie	false
PA1321	cyoE	PA1321|cyoE2	protein_coding	protoheme IX farnesyltransferase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1322		PA1322	protein_coding	TonB-dependent receptor	false		refseq|kegg|uniprot	false
PA1323		PA1323	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1324		PA1324	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1324.1		PA1324.1	ncRNA	P9	false		refseq|kegg	false
PA1325		PA1325	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1326	ilvA2	PA1326|ilvA	protein_coding	threonine dehydratase	false		refseq|kegg|uniprot	false
PA1327		PA1327	protein_coding	protease	false		refseq|kegg|uniprot	false
PA1328		PA1328	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1329		PA1329	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1330		PA1330	protein_coding	short-chain dehydrogenase	false		refseq|kegg|uniprot	false
PA1331		PA1331	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1332		PA1332	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1333		PA1333	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1334		PA1334	protein_coding	oxidoreductase	false		refseq|kegg|uniprot	false
PA1335		PA1335	protein_coding	two-component response regulator	true	kw_transcription_regulation|kw_two_component|producto_refseq	refseq|kegg|uniprot	false
PA1336		PA1336	protein_coding	two-component sensor	true	kw_two_component	refseq|kegg|uniprot	false
PA1337	ansB	PA1337	protein_coding	glutaminase-asparaginase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1338	ggt	PA1338	protein_coding	gamma-glutamyltranspeptidase	false		refseq|kegg|uniprot|uniprot_especie	true
PA1339		PA1339	protein_coding	amino acid ABC transporter ATP binding protein	false		refseq|kegg|uniprot	false
PA1340		PA1340	protein_coding	amino acid ABC transporter permease	false		refseq|kegg|uniprot	false
PA1341		PA1341	protein_coding	amino acid ABC transporter permease	false		refseq|kegg|uniprot	false
PA1342		PA1342	protein_coding	ABC transporter	false		refseq|kegg|uniprot|uniprot_especie	false
PA1343		PA1343	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1344		PA1344	protein_coding	short-chain dehydrogenase	false		refseq|kegg|uniprot	false
PA1345		PA1345	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1346		PA1346	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1347		PA1347	protein_coding	transcriptional regulator	true	go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1348		PA1348	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1349		PA1349	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1350		PA1350	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1351		PA1351	protein_coding	ECF subfamily sigma-70 factor	true	producto_refseq	refseq|kegg|uniprot	false
PA1352		PA1352	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1353		PA1353	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1354		PA1354	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1355		PA1355	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1356		PA1356	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1357		PA1357	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1358		PA1358	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1359		PA1359	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1360		PA1360	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1361	pmpM	PA1361	protein_coding	multidrug resistance protein PmpM	false		refseq|kegg|uniprot|uniprot_especie	false
PA1362		PA1362	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1363		PA1363	protein_coding	ECF subfamily sigma-70 factor	true	go_0006355|kw_sigma_factor|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1364		PA1364	protein_coding	transmembrane sensor	false		refseq|kegg|uniprot	false
PA1365		PA1365	protein_coding	siderophore receptor	false		refseq|kegg|uniprot	false
PA1366		PA1366	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1367		PA1367	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1368		PA1368	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1369		PA1369	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1370		PA1370	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1371		PA1371	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1372		PA1372	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1373	fabF2	PA1373	protein_coding	3-oxoacyl-ACP synthase	false		refseq|kegg|uniprot	false
PA1374		PA1374	protein_coding	hypothetical protein	true	go_0003700|go_0006355|kw_transcription_regulation	refseq|kegg|uniprot	false
PA1375	pdxB	PA1375	protein_coding	erythronate-4-phosphate dehydrogenase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1376	aceK	PA1376	protein_coding	bifunctional isocitrate dehydrogenase kinase/phosphatase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1377		PA1377	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1378		PA1378	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1379		PA1379	protein_coding	short-chain dehydrogenase	false		refseq|kegg|uniprot	false
PA1380		PA1380	protein_coding	transcriptional regulator	true	go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1381		PA1381	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1382		PA1382	protein_coding	type II secretion system protein	false		refseq|kegg|uniprot	false
PA1383		PA1383	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1384	galE	PA1384	protein_coding	UDP-glucose 4-epimerase	false		refseq|kegg|uniprot	false
PA1385		PA1385	protein_coding	glycosyl transferase family protein	false		refseq|kegg|uniprot	false
PA1386		PA1386	protein_coding	ABC transporter ATP-binding protein	false		refseq|kegg|uniprot	false
PA1387		PA1387	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1388		PA1388	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1389		PA1389	protein_coding	glycosyl transferase family protein	false		refseq|kegg|uniprot	false
PA1390		PA1390	protein_coding	glycosyl transferase family protein	false		refseq|kegg|uniprot	false
PA1391		PA1391	protein_coding	glycosyl transferase family protein	false		refseq|kegg|uniprot	false
PA1392		PA1392	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1393	cysC	PA1393	protein_coding	adenylyl-sulfate kinase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1394		PA1394	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1395		PA1395	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1396		PA1396	protein_coding	two-component sensor	true	kw_two_component	refseq|kegg|uniprot	false
PA1397		PA1397	protein_coding	two-component response regulator	true	go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA1398		PA1398	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1399		PA1399	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1400		PA1400	protein_coding	pyruvate carboxylase	false		refseq|kegg|uniprot	false
PA1401		PA1401	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1402		PA1402	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1403		PA1403	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|producto_refseq	refseq|kegg|uniprot	false
PA1404		PA1404	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1405		PA1405	protein_coding	helicase	false		refseq|kegg|uniprot	false
PA1406		PA1406	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1407		PA1407	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1408		PA1408	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1409	aphA	PA1409	protein_coding	acetylpolyamine aminohydrolase	false		refseq|kegg|uniprot|uniprot_especie	false
PA1410		PA1410	protein_coding	spermidine/putrescine-binding protein	false		refseq|kegg|uniprot	false
PA1411		PA1411	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1412		PA1412	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1413		PA1413	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA1414		PA1414	protein_coding	hypothetical protein	false		refseq|kegg	false
PA1415		PA1415	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1416		PA1416	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1417		PA1417	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA1418		PA1418	protein_coding	sodium:solute symport protein	false		refseq|kegg|uniprot	false
