locus_tag	simbolo	alias	tipo	producto	es_tf	fuente_tf	fuente	sensible_mayusculas
PA4139		PA4139	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA4140		PA4140	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA4141		PA4141	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA4142		PA4142	protein_coding	secretion protein	false		refseq|kegg|uniprot	false
PA4143		PA4143	protein_coding	toxin transporter	false		refseq|kegg|uniprot	false
PA4144		PA4144	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA4145		PA4145	protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA4147	acoR	PA4147	protein_coding	transcriptional regulator AcoR	true	kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA4148		PA4148	protein_coding	short-chain dehydrogenase	false		refseq|kegg|uniprot	false
PA4149		PA4149	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA4150		PA4150	protein_coding	dehydrogenase E1 component	false		refseq|kegg|uniprot	false
PA4151	acoB	PA4151	protein_coding	acetoin catabolism protein AcoB	false		refseq|kegg|uniprot	false
PA4152		PA4152	protein_coding	branched-chain alpha-keto acid dehydrogenase subunit E2	false		refseq|kegg|uniprot	false
PA4153		PA4153	protein_coding	2,3-butanediol dehydrogenase	false		refseq|kegg|uniprot	false
PA4154		PA4154	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA4155		PA4155	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA4156		PA4156	protein_coding	TonB-dependent receptor	false		refseq|kegg|uniprot	false
PA4157		PA4157	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA4158	fepC	PA4158	protein_coding	ferric enterobactin transporter FepC	false		refseq|kegg|uniprot	false
PA4159	fepB	PA4159	protein_coding	iron-enterobactin transporter periplasmic binding protein	false		refseq|kegg|uniprot	false
PA4160	fepD	PA4160	protein_coding	ferric enterobactin transporter FepD	false		refseq|kegg|uniprot	false
PA4161	fepG	PA4161	protein_coding	ferric enterobactin transporter FepG	false		refseq|kegg|uniprot	false
PA4162		PA4162	protein_coding	short-chain dehydrogenase	false		refseq|kegg|uniprot	false
PA4163		PA4163	protein_coding	amidase	false		refseq|kegg|uniprot	false
PA4164		PA4164	protein_coding	hypothetical protein	false		refseq|kegg|uniprot	false
PA4165		PA4165	protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|kegg|uniprot	false
PA4166		PA4166	protein_coding	acetyltransferase	false		refseq|kegg|uniprot	false
