locus_tag	simbolo	alias	tipo	producto	es_tf	fuente_tf	fuente	sensible_mayusculas
PA0772	recO		protein_coding	DNA repair protein RecO	false		refseq|uniprot	false
PA0773	pdxJ		protein_coding	pyridoxine 5'-phosphate synthase	false		refseq|uniprot	false
PA0774	cmoB		protein_coding	tRNA (mo5U34)-methyltransferase	false		refseq|uniprot	false
PA0775	cmoA		protein_coding	tRNA (cmo5U34)-methyltransferase	false		refseq|uniprot	false
PA0776			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0777			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0778	icp		protein_coding	inhibitor of cysteine peptidase	false		refseq|uniprot	true
PA0779	lon		protein_coding	ATP-dependent protease	false		refseq|uniprot	true
PA0780	pruR		protein_coding	proline utilization regulator	true	go_0003700|go_0006355|kw_transcription_regulation	refseq|uniprot	false
PA0781			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0782	putA		protein_coding	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	true	go_0003700|kw_transcription_regulation	refseq|uniprot	false
PA0783	putP		protein_coding	sodium/proline symporter PutP	false		refseq|uniprot	false
PA0784			protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0785	azoR1		protein_coding	FMN-dependent NADH-azoreductase AzoR	false		refseq|uniprot	false
PA0786			protein_coding	transporter	false		refseq|uniprot	false
PA0787			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0788			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0789			protein_coding	amino acid permease	false		refseq|uniprot	false
PA0790			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0791			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0792	prpD		protein_coding	2-methylcitrate dehydratase	false		refseq|uniprot	false
PA0793			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0794			protein_coding	aconitate hydratase	false		refseq|uniprot	false
PA0795	prpC		protein_coding	methylcitrate synthase	false		refseq|uniprot	false
PA0796	prpB		protein_coding	2-methylisocitrate lyase	false		refseq|uniprot	false
PA0797			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0798	pmtA		protein_coding	phospholipid methyltransferase	false		refseq|uniprot	false
PA0799			protein_coding	helicase	false		refseq|uniprot	false
PA0800			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0801			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0802			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0803			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0804			protein_coding	oxidoreductase	false		refseq|uniprot	false
PA0805			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0806			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0807	ampDh3		protein_coding	protein AmpDh3	false		refseq|uniprot	false
PA0808			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0809	mntH2		protein_coding	divalent metal cation transporter MntH	false		refseq|uniprot	false
PA0810			protein_coding	haloacid dehalogenase	false		refseq|uniprot	false
PA0811			protein_coding	major facilitator superfamily transporter	false		refseq|uniprot	false
PA0812			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0813			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0814			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0815			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0816			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0817			protein_coding	ring-cleaving dioxygenase	false		refseq|uniprot	false
PA0818			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0819			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0820			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0821			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0823			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0824			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0825			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0826			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0826.2	ssrA		ncRNA		false		refseq	false
PA0827			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0828			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|producto_refseq	refseq|uniprot	false
PA0829			protein_coding	hydrolase	false		refseq|uniprot	false
PA0830			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0831	oruR		protein_coding	ornithine utilization transcriptional regulator OruR	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0832			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0833			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0834			protein_coding	acyltransferase	false		refseq|uniprot	false
PA0835	pta		protein_coding	phosphate acetyltransferase	false		refseq|uniprot	true
PA0836	ackA		protein_coding	acetate kinase	false		refseq|uniprot	false
PA0836.1			ncRNA	P5	false		refseq	false
PA0837	slyD		protein_coding	peptidyl-prolyl cis-trans isomerase SlyD	false		refseq|uniprot	false
PA0838			protein_coding	glutathione peroxidase	false		refseq|uniprot	false
PA0839			protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0840			protein_coding	oxidoreductase	false		refseq|uniprot	false
PA0841			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0842			protein_coding	glycosyl transferase family protein	false		refseq|uniprot	false
PA0843	plcR		protein_coding	phospholipase C accessory protein PlcR	false		refseq|uniprot	false
PA0844	plcH		protein_coding	hemolytic phospholipase C	false		refseq|uniprot	false
PA0845			protein_coding	neutral ceramidase	false		refseq|uniprot	false
PA0846	cysZ		protein_coding	sulfate transporter CysZ	false		refseq|uniprot	false
PA0847			protein_coding	hypothetical protein	true	go_0006355	refseq|uniprot	false
PA0848			protein_coding	alkyl hydroperoxide reductase	false		refseq|uniprot	false
PA0849	trxB2		protein_coding	thioredoxin reductase	false		refseq|uniprot	false
PA0850			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0851			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0852	cbpD	lasD	protein_coding	chitin-binding protein CbpD	false		refseq|uniprot	false
PA0853			protein_coding	oxidoreductase	false		refseq|uniprot	false
PA0854	fumC2	fumC1	protein_coding	fumarate hydratase	false		refseq|uniprot	false
PA0855			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0856			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0857	bolA		protein_coding	morphogene protein BolA	false		refseq|uniprot	false
PA0858	trhO		protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0859			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0860			protein_coding	ABC transporter ATP-binding protein/permease	false		refseq|uniprot	false
PA0861			protein_coding	hypothetical protein	true	go_0006355	refseq|uniprot	false
PA0862			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0863			protein_coding	oxidoreductase	false		refseq|uniprot	false
PA0864			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0865	hpd		protein_coding	4-hydroxyphenylpyruvate dioxygenase	false		refseq|uniprot	true
PA0866	aroP2		protein_coding	aromatic amino acid transporter AroP	false		refseq|uniprot	false
PA0867	mliC		protein_coding	lysozyme inhibitor	false		refseq|uniprot	false
PA0868			protein_coding	peptidyl-tRNA hydrolase	false		refseq|uniprot	false
PA0869	pbpG		protein_coding	D-alanyl-D-alanine endopeptidase	false		refseq|uniprot	false
PA0870	phhC		protein_coding	aromatic amino acid aminotransferase	false		refseq|uniprot	false
PA0871	phhB		protein_coding	pterin-4-alpha-carbinolamine dehydratase	false		refseq|uniprot	false
PA0872	phhA		protein_coding	phenylalanine 4-monooxygenase	false		refseq|uniprot	false
PA0873	phhR		protein_coding	transcriptional regulator PhhR	true	kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0874			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0875			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0876			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0877			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0878			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0879			protein_coding	acyl-CoA dehydrogenase	false		refseq|uniprot	false
PA0880			protein_coding	ring-cleaving dioxygenase	false		refseq|uniprot	false
PA0881			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0882			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0883			protein_coding	acyl-CoA lyase subunit beta	false		refseq|uniprot	false
PA0884			protein_coding	C4-dicarboxylate-binding protein	false		refseq|uniprot	false
PA0885			protein_coding	C4-dicarboxylate transporter	false		refseq|uniprot	false
PA0886			protein_coding	C4-dicarboxylate transporter	false		refseq|uniprot	false
PA0887	acsA	acsA1	protein_coding	acetyl-CoA synthetase	false		refseq|uniprot	false
PA0887.1			ncRNA	P7	false		refseq	false
PA0888	aotJ		protein_coding	arginine/ornithine ABC transporter substrate-binding protein AotJ	false		refseq|uniprot	false
PA0889	aotQ		protein_coding	arginine/ornithine ABC transporter permease AotQ	false		refseq|uniprot	false
PA0890	aotM		protein_coding	arginine/ornithine ABC transporter permease AotM	false		refseq|uniprot	false
PA0891			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0892	aotP		protein_coding	arginine/ornithine ABC transporter ATP-binding protein AotP	false		refseq|uniprot	false
PA0893	argR		protein_coding	transcriptional regulator ArgR	true	go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0894			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0895	aruC	argD|astC	protein_coding	acetylornithine aminotransferase	false		refseq|uniprot	false
PA0896	aruF	astA	protein_coding	arginine N-succinyltransferase subunit alpha	false		refseq|uniprot	false
PA0897	aruG		protein_coding	arginine N-succinyltransferase subunit beta	false		refseq|uniprot	false
PA0898	aruD	astD	protein_coding	N-succinylglutamate 5-semialdehyde dehydrogenase	false		refseq|uniprot	false
PA0899	aruB	astB	protein_coding	N-succinylarginine dihydrolase	false		refseq|uniprot	false
PA0900			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0901	aruE	astE	protein_coding	succinylglutamate desuccinylase	false		refseq|uniprot	false
PA0902			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0903	alaS		protein_coding	alanine--tRNA ligase	false		refseq|uniprot	false
PA0904	lysC		protein_coding	aspartokinase	false		refseq|uniprot	false
PA0905	rsmA	csrA	protein_coding	carbon storage regulator	false		refseq|uniprot	false
PA0905.1			tRNA	tRNA-Ser	false		refseq	false
PA0905.2			tRNA	tRNA-Arg	false		refseq	false
PA0905.3			tRNA	tRNA-Arg	false		refseq	false
PA0906			protein_coding	transcriptional regulator	true	go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0907			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0908			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0909			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0910			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0911			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0912			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0913	mgtE		protein_coding	Mg transporter MgtE	false		refseq|uniprot	false
PA0914			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0915			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0916	rimO		protein_coding	ribosomal protein S12 methylthiotransferase RimO	false		refseq|uniprot	false
PA0917	kup		protein_coding	potassium transport system protein kup	false		refseq|uniprot	true
PA0918			protein_coding	cytochrome b561	false		refseq|uniprot	false
PA0919			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0920			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0921			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0922			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0922.1			tRNA	tRNA-Met	false		refseq	false
PA0923	dinB		protein_coding	DNA polymerase IV	false		refseq|uniprot	false
PA0924			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0925			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0926			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0927	ldhA		protein_coding	D-lactate dehydrogenase	false		refseq|uniprot	false
PA0928	gacS		protein_coding	sensor/response regulator hybrid protein	true	kw_two_component|producto_refseq	refseq|uniprot	false
PA0929			protein_coding	two-component response regulator	true	go_0006355|kw_transcription_regulation|kw_two_component|producto_refseq	refseq|uniprot	false
PA0930			protein_coding	two-component sensor	true	kw_two_component|producto_refseq	refseq|uniprot	false
PA0931	pirA		protein_coding	outer membrane receptor FepA	false		refseq|uniprot	false
PA0932	cysM		protein_coding	cysteine synthase B	false		refseq|uniprot	false
PA0933	ygcA	rlmD|rumA	protein_coding	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	false		refseq|uniprot	false
PA0934	relA		protein_coding	GTP pyrophosphokinase	false		refseq|uniprot	false
PA0935			protein_coding	nucleoside triphosphate pyrophosphohydrolase	false		refseq|uniprot	false
PA0936	lpxO2		protein_coding	lipopolysaccharide biosynthetic protein LpxO	false		refseq|uniprot	false
PA0937			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0938			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0939			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0940			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0941			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0942			protein_coding	transcriptional regulator	true	go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0943			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0944	purN		protein_coding	phosphoribosylglycinamide formyltransferase	false		refseq|uniprot	false
PA0945	purM		protein_coding	phosphoribosylformylglycinamidine cyclo-ligase	false		refseq|uniprot	false
PA0946			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0947			protein_coding	DNA replication initiation factor	false		refseq|uniprot	false
PA0948			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0949	wrbA		protein_coding	NAD(P)H dehydrogenase	false		refseq|uniprot	false
PA0950			protein_coding	arsenate reductase	false		refseq|uniprot	false
PA0951			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0952			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0953			protein_coding	thioredoxin	false		refseq|uniprot	false
PA0954	acyP		protein_coding	acylphosphatase	false		refseq|uniprot	false
PA0955			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0956	proS		protein_coding	proline--tRNA ligase	false		refseq|uniprot	false
PA0957			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0958	oprD	occD1	protein_coding	porin D	false		refseq|uniprot	false
PA0959			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0960	slyX		protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0961			protein_coding	cold-shock protein	false		refseq|uniprot	false
PA0962			protein_coding	DNA-binding stress protein	false		refseq|uniprot	false
PA0963	aspS		protein_coding	aspartate--tRNA ligase	false		refseq|uniprot	false
PA0964	pmpR		protein_coding	transcriptional regulator PmpR	true	go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA0965	ruvC		protein_coding	crossover junction endodeoxyribonuclease RuvC	false		refseq|uniprot	false
PA0966	ruvA		protein_coding	Holliday junction ATP-dependent DNA helicase RuvA	false		refseq|uniprot	false
PA0967	ruvB		protein_coding	Holliday junction ATP-dependent DNA helicase RuvB	false		refseq|uniprot	false
PA0968			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0969	tolQ		protein_coding	translocation protein TolQ	false		refseq|uniprot	false
PA0970	tolR		protein_coding	translocation protein TolR	false		refseq|uniprot	false
PA0971	tolA		protein_coding	translocation protein TolA	false		refseq|uniprot	false
PA0972	tolB		protein_coding	translocation protein TolB	false		refseq|uniprot	false
PA0973	oprL	pal	protein_coding	peptidoglycan associated lipoprotein OprL	false		refseq|uniprot	true
PA0974	cpoB		protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0975	queE		protein_coding	radical activating enzyme	false		refseq|uniprot	false
PA0976	queC		protein_coding	7-cyano-7-deazaguanine synthase	false		refseq|uniprot	false
PA0976.1			tRNA	tRNA-Lys	false		refseq	false
PA0978			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0979			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0981			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0982			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0983			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0984			protein_coding	colicin immunity protein	false		refseq|uniprot	false
PA0985	pyoS5		protein_coding	pyocin S5	false		refseq|uniprot	false
PA0986			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0987			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0988			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0989			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0990			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0992	cupC1		protein_coding	fimbrial subunit CupC1	false		refseq|uniprot	false
PA0993	cupC2		protein_coding	chaperone CupC2	false		refseq|uniprot	false
PA0994	cupC3		protein_coding	usher CupC3	false		refseq|uniprot	false
PA0995	ogt		protein_coding	methylated-DNA--protein-cysteine methyltransferase	false		refseq|uniprot	true
PA0996	pqsA		protein_coding	anthranilate--CoA ligase	false		refseq|uniprot	false
PA0997	pqsB		protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0998	pqsC		protein_coding	hypothetical protein	false		refseq|uniprot	false
PA0999	pqsD		protein_coding	3-oxoacyl-ACP synthase	false		refseq|uniprot	false
PA1000	pqsE		protein_coding	thioesterase PqsE	false		refseq|uniprot	false
PA1001	phnA	trpE	protein_coding	anthranilate synthase component I	false		refseq|uniprot	false
PA1002	phnB	trpG	protein_coding	anthranilate synthase component II	false		refseq|uniprot	false
PA1003	mvfR		protein_coding	transcriptional regulator MvfR	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA1004	nadA		protein_coding	quinolinate synthetase	false		refseq|uniprot	false
PA1005			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1006			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1007			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1008	bcp		protein_coding	bacterioferritin comigratory protein	false		refseq|uniprot	true
PA1009			protein_coding	hypothetical protein	true	go_0006355	refseq|uniprot	false
PA1010	dapA		protein_coding	4-hydroxy-tetrahydrodipicolinate synthase	false		refseq|uniprot	false
PA1011			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1012			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1013	purC		protein_coding	phosphoribosylaminoimidazole-succinocarboxamide synthase	false		refseq|uniprot	false
PA1013.1			tRNA	tRNA-Ser	false		refseq	false
PA1014			protein_coding	glycosyl transferase family protein	false		refseq|uniprot	false
PA1015			protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA1016			protein_coding	thiolase	false		refseq|uniprot	false
PA1017	pauA		protein_coding	pimeloyl-CoA synthetase	false		refseq|uniprot	false
PA1018			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1019	mucK		protein_coding	cis,cis-muconate transporter MucK	false		refseq|uniprot	false
PA1020			protein_coding	acyl-CoA dehydrogenase	false		refseq|uniprot	false
PA1021			protein_coding	enoyl-CoA hydratase	false		refseq|uniprot	false
PA1022			protein_coding	acyl-CoA dehydrogenase	false		refseq|uniprot	false
PA1023			protein_coding	short-chain dehydrogenase	false		refseq|uniprot	false
PA1024			protein_coding	nitronate monooxygenase	false		refseq|uniprot	false
PA1025			protein_coding	porin	false		refseq|uniprot	false
PA1026			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1027			protein_coding	aldehyde dehydrogenase	false		refseq|uniprot	false
PA1028			protein_coding	oxidoreductase	false		refseq|uniprot	false
PA1029			pseudogene		false		refseq|uniprot	false
PA1030			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1030.1			ncRNA	P8	false		refseq	false
PA1031	rmuC		protein_coding	DNA recombination protein RmuC	false		refseq|uniprot	false
PA1032	quiP		protein_coding	acyl-homoserine lactone acylase QuiP	false		refseq|uniprot	false
PA1033			protein_coding	glutathione S-transferase	false		refseq|uniprot	false
PA1034			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1035			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1036			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1037			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1038			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1039			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1040			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1041			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1042			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1043			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1044			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1045	dinG		protein_coding	ATP-dependent DNA helicase DinG	false		refseq|uniprot	false
PA1046			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1047			protein_coding	esterase	false		refseq|uniprot	false
PA1048			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1049	pdxH		protein_coding	pyridoxine/pyridoxamine 5'-phosphate oxidase	false		refseq|uniprot	false
PA1050			protein_coding	hypothetical protein	true	go_0003700	refseq|uniprot	false
PA1051			protein_coding	transporter	false		refseq|uniprot	false
PA1052			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1053			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1054			protein_coding	monovalent cation/H+ antiporter subunit A	false		refseq|uniprot	false
PA1055			protein_coding	monovalent cation/H+ antiporter subunit C	false		refseq|uniprot	false
PA1056			protein_coding	monovalent cation/H+ antiporter subunit D	false		refseq|uniprot	false
PA1057			protein_coding	monovalent cation/H+ antiporter subunit E	false		refseq|uniprot	false
PA1058			protein_coding	monovalent cation/H+ antiporter subunit F	false		refseq|uniprot	false
PA1059			protein_coding	monovalent cation/H+ antiporter subunit G	false		refseq|uniprot	false
PA1060			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1061	cds1		protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1062			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1063			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1064			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1065			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1066			protein_coding	short-chain dehydrogenase	false		refseq|uniprot	false
PA1067			protein_coding	transcriptional regulator	true	go_0003700|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA1068			protein_coding	heat shock protein	false		refseq|uniprot	false
PA1069			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1070	braG		protein_coding	ABC transporter ATP-binding protein	false		refseq|uniprot	false
PA1071	braF		protein_coding	ABC transporter ATP-binding protein	false		refseq|uniprot	false
PA1072	braE		protein_coding	branched-chain amino acid ABC transporter permease BraE	false		refseq|uniprot	false
PA1073	braD		protein_coding	branched-chain amino acid ABC transporter permease BraD	false		refseq|uniprot	false
PA1074	braC		protein_coding	branched-chain amino acid ABC transporter substrate-binding protein BraC	false		refseq|uniprot	false
PA1075			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1076			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1077	flgB		protein_coding	flagellar basal-body rod protein FlgB	false		refseq|uniprot	false
PA1078	flgC		protein_coding	flagellar basal body rod protein FlgC	false		refseq|uniprot	false
PA1079	flgD		protein_coding	flagellar basal body rod modification protein	false		refseq|uniprot	false
PA1080	flgE		protein_coding	flagellar hook protein FlgE	false		refseq|uniprot	false
PA1081	flgF		protein_coding	flagellar basal body rod protein FlgF	false		refseq|uniprot	false
PA1082	flgG		protein_coding	flagellar basal body rod protein FlgG	false		refseq|uniprot	false
PA1083	flgH		protein_coding	flagellar basal body L-ring protein	false		refseq|uniprot	false
PA1084	flgI		protein_coding	flagellar basal body P-ring protein	false		refseq|uniprot	false
PA1085	flgJ		protein_coding	peptidoglycan hydrolase FlgJ	false		refseq|uniprot	false
PA1086	flgK		protein_coding	flagellar hook-associated protein FlgK	false		refseq|uniprot	false
PA1087	flgL		protein_coding	flagellar hook-associated protein FlgL	false		refseq|uniprot	false
PA1088			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1089			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1090			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1091	fgtA		protein_coding	flagellar glycosyl transferase FgtA	false		refseq|uniprot	false
PA1092	fliC		protein_coding	B-type flagellin	false		refseq|uniprot	false
PA1093			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1094	fliD		protein_coding	B-type flagellar hook-associated protein	false		refseq|uniprot	false
PA1095	fliS		protein_coding	B-type flagellar protein FliS	false		refseq|uniprot	false
PA1096			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1097	fleQ		protein_coding	transcriptional regulator FleQ	true	go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA1098	fleS		protein_coding	two-component sensor	true	kw_two_component|producto_refseq	refseq|uniprot	false
PA1099	fleR		protein_coding	two-component response regulator	true	kw_transcription_regulation|kw_two_component|producto_refseq	refseq|uniprot	false
PA1100	fliE		protein_coding	flagellar hook-basal body complex protein FliE	false		refseq|uniprot	false
PA1101	fliF		protein_coding	flagellar MS-ring protein	false		refseq|uniprot	false
PA1102	fliG		protein_coding	flagellar motor switch protein FliG	false		refseq|uniprot	false
PA1103			protein_coding	flagellar assembly protein FliH	false		refseq|uniprot	false
PA1104	fliI		protein_coding	flagellum-specific ATP synthase	false		refseq|uniprot	false
PA1105	fliJ		protein_coding	flagellar biosynthesis chaperone	false		refseq|uniprot	false
PA1106			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1107			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1108			protein_coding	major facilitator superfamily transporter	false		refseq|uniprot	false
PA1109			protein_coding	transcriptional regulator	true	go_0003700|go_0006355|kw_transcription_regulation|producto_refseq	refseq|uniprot	false
PA1110			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1111			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1112			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1112.1			ncRNA		false		refseq	false
PA1113			protein_coding	ABC transporter ATP-binding protein/permease	false		refseq|uniprot	false
PA1114			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1115			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1116			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1117			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1118			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1119	yfiB		protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1120	tpbB	yfiN	protein_coding	diguanylate cyclase	false		refseq|uniprot	false
PA1121	yfiR		protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1122			pseudogene		false		refseq|uniprot	false
PA1123			protein_coding	hypothetical protein	false		refseq|uniprot	false
PA1124	dgt		protein_coding	deoxyguanosinetriphosphate triphosphohydrolase	false		refseq|uniprot	true
